mean_branch_length_nuc	median_branch_length_nuc	mean_branch_length_pro	media_branch_length_pro	Human_snp_per_gene	Chimp_snp_per_gene	Gorilla_snp_per_gene	Mouse_snp_per_gene	Dog_snp_per_gene	Human_BL	Chimp_BL	Gorilla_BL	Mouse_BL	Dog_BL	Alignment_length	hg18Length	Hg19Length	hg38Length	mouseGRCm38Length	dogCF3_1Length	human_chrom	Human_singleton	Human_deNove	Human_de_nove_event	Great_Ape_mean_branch_length_nuc	Ape_mean_branch_length_nuc	Primates_mean_branch_length_nuc	Rodents_mean_branch_length_nuc	Euarchontoglires_mean_branch_length_nuc	Laurasiatheria_mean_branch_length_nuc	Great_Ape_media_branch_length_nuc	Ape_median_branch_length_nuc	Primates_median_branch_length_nuc	Rodents_median_branch_length_nuc	Euarchontoglires_median_branch_length_nuc	Laurasiatheria_median_branch_length_nuc
ACBD6	0.0190225110120219	0.0071849168	0.0173999047836066	0.0076456036	0.0169491525423729	0.00423728813559322	0.00847457627118644	0.00423728813559322	0.00951248513674197	0.0024015924	0.0012020972	0.0047867542	0.0312483968	0.0358513932	846	472	472	472	472	841	1	0.0105932203389831	0	0	0.00339567717142857	0.00317024988888889	0.00832381163	0.0306972667083333	0.0174553925525	0.0187891576972222	0.0023716251	0.0035570278	0.0026040001	0.0234392428	0.0068736387	0.0063233628
ACCS	0.0278582519224044	0.010605136	0.036560477279235	0.0135166212	0.0361713967723984	0.0172509738452977	0.00445186421814135	0.0205527994330262	0.0177935943060498	0.0040592372	0.0013432023	0.0040401492	0.0388600677	0.0481014756	1506	1797	1797	1619	1411	1405	11	0.0183639398998331	0	0	0.00462170467142857	0.00641492907777778	0.01223708965	0.0544056819818182	0.0286727991592105	0.0184784928878378	0.0020032745	0.0038319666	0.0040182084	0.029724351	0.0137166001	0.0073902585
ACE2	0.0269340334081967	0.0100648752	0.0479940785054645	0.0218714605	0.0115197164377492	0.00265839610101905	0.00177226406734603	0.00376825247291569	0.00327734535026628	0.0024931027	0.0004343916	0.0045838128	0.0440787596	0.0298342958	2415	2257	2257	2363	2123	2441	X	0.00708905626938414	0	0	0.00333683932857143	0.00371214026666667	0.012080300095	0.0382974345875	0.02241309874125	0.0220174832914286	0.0024855484	0.002853952	0.0028474594	0.0245678599	0.009425662	0.0087633831
ACER2	0.0219269857497326	0.005797677	0.0136667054465241	2.7785e-06	0.0381471389645777	0.0108991825613079	0.00272479564032698	0.00375234521575985	0.00187617260787992	2.3182e-06	0.002161952	0.0063526913	0.0514849072	0.0165731741	825	734	734	625	533	533	9	0.0286103542234332	0	0	0.00381242722857143	0.00391861804444444	0.00648511515789474	0.0324856385041667	0.0166355366538462	0.0128633382421053	0.0012147049	0.0024276893	0.002477708	0.0228087007	0.006680127	0.0052743122
ACIN1	0.0149704269654054	0.0057981861	0.0156334804113514	0.0063359158	0.0250847457627119	0.00677966101694915	0.00293785310734463	0.0096569250317662	0.00510615425960763	0.0006611634	0.0003214587	0.0038908414	0.0438603763	0.0243126787	4026	4425	4425	3975	3935	3721	14	0.0151412429378531	0	0	0.00235615265714286	0.00257510721111111	0.00608052746	0.0339731715045455	0.0162095275974359	0.00993666304342105	0.0007476577	0.001929905	0.0020101734	0.031571857	0.006174742	0.0040656342
ACLY	0.0179104662102703	0.0081270294	0.00671228550702703	0.0029098672	0.0230700976042591	0.00709849157054126	0.00325347530316474	0.00494743351886209	0.00620200826934436	0.0018508367	0.0017025995	0.0006532874	0.0291446478	0.0359291231	3303	3381	3381	3381	3234	3386	17	0.0153800650695061	0	0	0.00238899175714286	0.00300978097777778	0.00825966819	0.0368723621458333	0.01964628996625	0.0143398714283784	0.0017080599	0.0018204599	0.0024714006	0.0254965618	0.0094220295	0.0058086544
ACMSD	0.0177251290338624	0.0067228632	0.0171294814804233	0.0087042252	0.0291806958473625	0.00897867564534231	0.00224466891133558	0.0101010101010101	0.0145903479236813	0.0033225116	0.0009701582	0.0047410051	0.0293124926	0.0496282536	1008	891	891	937	891	891	2	0.0134680134680135	0	0	0.00371343877142857	0.00422675996666667	0.0091678042725	0.0323355257875	0.01803867592375	0.0141930509723684	0.0031588833	0.003984253	0.0030650973	0.026765479	0.0069894357	0.0052493062
ACO1	0.0188686878843243	0.0072202485	0.0125140676789189	0.0057147894	0.0310318076027929	0.00659425911559348	0.00504266873545384	0.0135344160866203	0.00543056633048875	0.0026678014	2.0793e-06	0.0038393198	0.0456247541	0.0486203217	2667	2578	2578	2578	2586	2578	9	0.0178432893716059	0	0	0.00258648222857143	0.00260005097777778	0.0076505777925	0.0356198619041667	0.01799118800375	0.0178078385041667	0.0015022432	0.0026222841	0.0026953887	0.0257021281	0.0072541829	0.0072143508
ACO2	0.0177517658345946	0.0068695469	0.00717195064864865	0.004224844	0.0247079964061096	0.00853548966756514	0.00449236298292902	0.00414364640883978	0.00644567219152855	0.0023722219	2.913e-06	0.0038928653	0.0197218505	0.0421394189	2340	2226	2226	2172	2172	2172	22	0.0152740341419587	0	0	0.00295903124285714	0.00340798743333333	0.00949628138	0.0322832514818182	0.0187924238615385	0.0160234466631579	0.0025767015	0.0028476259	0.0024424222	0.0225660841	0.0088365486	0.0065559432
ACOT12	0.0274773783911602	0.0088790269	0.0329813830944751	0.0132898479	0.0308815272318922	0.00954519932622122	0.00449185850645705	0.0103658536585366	0.00411039342337052	0.0033672953	2.2791e-06	0.0033632986	0.032584519	0.0356240767	1539	1781	1781	1704	1640	1703	5	0.0168444693992139	0.000561482313307131	1	0.0033692975	0.00342005438888889	0.0145200295925	0.0617827419772727	0.0311941601089744	0.0186610969013889	0.0030562916	0.00327075	0.0032795675	0.0365762087	0.0117073793	0.0065401396
ACOX1	0.0240729636540541	0.0089811938	0.0174975967021622	0.0076947111	0.03199639477242	0.00360522757999099	0.00405588102748986	0.00654252642174132	0.00704225352112676	0.0031559528	0.0010408769	0.0052989264	0.0595431847	0.0335217422	1869	2219	2219	1987	1987	2130	17	0.0184767913474538	0	0	0.00301126874285714	0.0034270242	0.00835379798947368	0.0375602356458333	0.0211651876064103	0.0225903896945946	0.0010746836	0.0032106954	0.003299903	0.0302117598	0.0083171466	0.0075685601
ACP2	0.0203927213222222	0.0088528013	0.0203512034867725	0.0068780698	0.0343316289262235	0.00511322132943755	0.00219138056975895	0.00161812297734628	0.005859375	0.0024154157	2.9936e-06	0.0016157286	0.0164915204	0.0338661891	1269	1369	1369	1196	1236	1024	11	0.0233747260774288	0	0	0.00169769557142857	0.00271279771111111	0.007707404715	0.0300925074791667	0.01769328192	0.0159392954486842	0.0015801799	0.0015830565	0.0023683469	0.0189112866	0.0087336286	0.0064389556
ACP6	0.0287530332447514	0.0096768391	0.0355617873171271	0.0145152687	0.0337892196299276	0.00965406275140788	0.00160901045856798	0.00651465798045603	0.00538116591928251	0.0023333662	0.000775922	0.0031309383	0.0421342458	0.0483534495	1284	1243	1243	1125	921	1115	1	0.0160901045856798	0	0	0.0042896786	0.00447937587777778	0.011305971045	0.0434478713545455	0.0232317553473684	0.0259385094319444	0.0023348489	0.0023414577	0.003940918	0.0320691864	0.0138832989	0.0095888284
ACPP	0.0306193358475936	0.0090823097	0.0494681164973262	0.0211702219	0.0265225933202358	0.0108055009823183	0.00884086444007859	0.00884086444007859	0.0117878192534381	0.0015921731	0.0016145864	0.0048363962	0.0502371174	0.0622344235	1254	1018	1018	1018	1018	1018	3	0.0147347740667976	0	0	0.0034920049	0.00375800862222222	0.012531074335	0.0494791939583333	0.028131480155	0.0248890732243243	0.0015982928	0.0024027667	0.0034955195	0.0287147211	0.0090102839	0.0074317381
ACSBG1	0.0309259548994475	0.0121041409	0.0340285070453039	0.0151408546	0.0338142470694319	0.00991884580703336	0.00856627592425609	0.00680602819640253	0.00895381715362865	0.0024089485	0.0009445811	0.005186366	0.0286862317	0.0672325971	2043	2218	2218	2282	2057	2122	15	0.0202885482416592	0	0	0.0036109064	0.00542830641428571	0.01246270525	0.0451341514958333	0.0279348594589744	0.0332385196742857	0.0020264762	0.0023846199	0.0039134396	0.0304095642	0.0128420345	0.0127248007
ACSL1	0.0231931896190476	0.010327695	0.0230970457518519	0.0118597505	0.0271055179090029	0.00871248789932236	0.00242013552758954	0.00645161290322581	0.0135527589545015	0.0035100027	3.0795e-06	0.0025062074	0.0363430133	0.0436733089	2016	2066	2066	2066	2015	2066	4	0.0145208131655373	0	0	0.00350767301428571	0.00389780638888889	0.0104212783125	0.0346037601875	0.02065468123625	0.0214204231565789	0.0019907641	0.0024862706	0.003070565	0.0264933498	0.0102761623	0.0099409172
ACSL3	0.0187705610860963	0.0072330388	0.0136615462925134	0.0064294353	0.0223844282238443	0.00632603406326034	0.00145985401459854	0.00293398533007335	0.00635696821515892	0.0019909593	2.4923e-06	0.001448302	0.0182030858	0.0382303913	2160	2055	2055	2098	2045	2045	2	0.0111922141119221	0	0	0.0015300941	0.00238834803333333	0.0066018823	0.0312963389916667	0.01614372017125	0.0183820388	0.0013922475	0.0018580236	0.0024348835	0.0213054739	0.0056539745	0.0055959275
ACSL4	0.0140838416898396	0.0044657785	0.0105478390807487	0.0050015455	0.0104213864975079	0.0031717263253285	0.00135931128228364	0.00535618639528656	0.00160685591858597	0.0014389466	2.2346e-06	0.0009969885	0.0244784957	0.0228303578	2133	2207	2207	2044	1867	1867	X	0.00860897145446307	0	0	0.00155694062857143	0.00182289923333333	0.00504805292894737	0.0201033304583333	0.0114377999525641	0.0109599661657895	0.0009963365	0.0009982256	0.0019019779	0.0151572438	0.0042701082	0.0039409489
ACSL5	0.0252614329016393	0.0123892854	0.0372557698065574	0.0211726559	0.0271170313986679	0.0104662226450999	0.00380589914367269	0	0.00814566363200767	0.004685314	2.3705e-06	0.0050307476	0.0272770318	0.0470975034	2049	2102	2102	1940	2090	2087	10	0.016650808753568	0	0	0.00466177554285714	0.00569666205555556	0.012355882525	0.0407375338125	0.0240733444223684	0.0215216442608108	0.0028763534	0.0042705274	0.0057937804	0.0310023157	0.0120259734	0.010318896
ACSM3	0.0207037357160221	0.0079780718	0.024819169279558	0.0113995715	0.0323655402189434	0.0123750594954783	0.002855782960495	0.00577367205542725	0.00985507246376812	0.0023684212	0.0012181914	0.0017686355	0.0319769634	0.0343839101	1740	2101	2101	1994	1732	1725	16	0.0176106615897192	0	0	0.00248243758571429	0.00270317813333333	0.0076552953075	0.03486261515	0.0174082852730769	0.01818882683	0.0023085973	0.002308864	0.0024315959	0.0240315051	0.008325176	0.0068470996
ACSS2	0.0138751367814208	0.0064064735	0.0117919226224044	0.0056697157	0.0212858384013901	0.00434404865334492	0.00260642919200695	0.00138185168125288	0.00543773790103317	0.0019198425	2.704e-06	0.0042733928	0.0199079334	0.023793154	2103	2302	2302	2160	2171	1839	20	0.0121633362293658	0	0	0.00176621142857143	0.00242969943333333	0.0059538752375	0.0220649089458333	0.01227211849	0.0118761721083333	0.0005130336	0.0010426593	0.0019187792	0.0176934399	0.0064045046	0.0048375897
ACSS3	0.0209140778138728	0.0084329843	0.0166581338144509	0.0073946565	0.0245546461242176	0.00625902744342802	0.00240731824747232	0.00938967136150235	0.00938967136150235	0.0035917718	0.0009855736	0.0024219479	0.0217120548	0.0412880479	2058	2077	2077	2098	2130	2130	12	0.0149253731343284	0	0	0.00273391925714286	0.00294361223333333	0.0092441162325	0.0369960236227273	0.0192442127815789	0.0188940160125	0.0020731355	0.0023239397	0.0025288906	0.0275246334	0.0080446193	0.0071728366
ACTA2	0.0278574990111732	0.0068017122	0.0163225877379888	0	0.0108588351431392	0.0108588351431392	0.00296150049358342	0	0.0177165354330709	0.002046786	0.0020119147	0.0011642663	0.0199190731	0.0862905184	1011	1013	1013	1013	1013	1016	10	0.0069101678183613	0	0	0.00330745968571429	0.00335255811111111	0.00791175350263158	0.07623334015	0.0320564021263158	0.0169955919428571	0.0019975304	0.0019986455	0.0030154806	0.0281779178	0.008844386	0.0061443619
ACTC1	0.02732997524	0.0056941706	0.0157864640578378	0	0.0118577075098814	0.00592885375494071	0.00197628458498024	0.0117762512266928	0.00580720092915215	0.00089116	2.177e-06	0.0027281301	0.0197272113	0.0338541711	1131	1012	1012	1012	1019	861	15	0.00691699604743083	0	0	0.00177674047142857	0.00217454963333333	0.0053731363175	0.03290864635	0.0147394657653846	0.0253745609283784	0.0008844978	0.0017599447	0.0016842015	0.0162783294	0.0051706347	0.0046046642
ACTG2	0.0275582556381215	0.0060500077	0.0119875970110497	0	0.0117302052785924	0.00293255131964809	0.000977517106549365	0.00586510263929619	0.00488758553274682	0.002630666	1.8156e-06	NA	0.0207643854	0.0210676498	1128	1023	1023	1023	1023	1023	2	0.00586510263929619	0	0	0.00315206334	0.00329107821428571	0.00660974322777778	0.0929627424041667	0.0358995377434211	0.152070362086111	0.0009055666	0.0016731187	0.0026022922	0.0162620626	0.0064224262	0.0067994707
ACTL6A	0.0133367230705882	0.0045338384	0.000846832880748663	2.1391e-06	0.0176848874598071	0.00321543408360129	0	0.0126689189189189	0.00771010023130301	0.0023496406	2.4945e-06	2.4945e-06	0.023945617	0.0162882643	1287	1244	1244	1184	1184	1297	3	0.00884244372990354	0.000803858520900322	1	0.00109532451428571	0.00128563677777778	0.0056588219825	0.0328653152541667	0.017060595215	0.00928349246315789	2.4994e-06	2.782e-06	0.0015688775	0.0215316634	0.0060737328	0.0039897078
ACTL6B	0.013603987510929	0.0045570865	0.000434808669945355	0	0.0233139050791007	0.00333055786844296	0.00166527893422148	0.00333611342785655	0.0025531914893617	0.0032204039	0.0007952095	0.0023889093	0.0119551991	0.0343614544	1278	1201	1201	1192	1199	1175	7	0.0141548709408826	0	0	0.00241994805714286	0.0031055209	0.00673074277894737	0.0273783769416667	0.0159564398064103	0.0111789274756757	0.0007995469	0.0015797723	0.0016775896	0.0184467753	0.0067947825	0.0041351262
ACTN1	0.0131606733055866	0.0066940791	0.00140426165977654	2.3322e-06	0.0203376822716807	0.00613967766692249	0.0034535686876439	0.00650593187906621	0.00570409982174688	0.0012606703	0.0003704176	0.0018263606	0.02977898	0.024820759	2742	2606	2606	2712	2613	2805	14	0.0107444359171144	0.000383729854182655	1	0.0021205424	0.0029460285	0.0077838608	0.0285962245272727	0.0162891461666667	0.0148024007085714	0.001177749	0.0014648393	0.0027961199	0.0221065776	0.008163095	0.0081568933
ACTN2	0.0176264972251337	0.0089424671	0.00282840423850267	0.0016541255	0.0304493130337913	0.00891199405867063	0.00185666542888971	0.0075	0.00563153660498793	0.0033267742	0.0003570095	0.0029413338	0.0180309876	0.0305772751	2682	2693	2693	2597	2400	2486	1	0.019680653546231	0	0	0.00286807817142857	0.00395684022222222	0.00918416184	0.0273961375083333	0.017226296605	0.0138079976418919	0.0027881619	0.0028395925	0.0036039237	0.017157176	0.0088677236	0.0062400369
ACTR10	0.0132892941708108	0.0048864454	0.00785409507675676	0.0034935609	0.0179533213644524	0.00538599640933573	0.00179533213644524	0.00402010050251256	0.0050251256281407	2.2691e-06	0.0016044547	2.1846e-06	0.0335676618	0.0276445654	1251	1114	1114	1016	995	995	14	0.0116696588868941	0	0	0.0017243069	0.00233052895555556	0.0065794607875	0.0274585306083333	0.01453405034125	0.00990665242027027	2.9564e-06	0.0016005733	0.00169278	0.0245044546	0.0057518297	0.0037822414
ACTR1A	0.0138571442978836	0.0048464347	0.000171403780952381	0	0.008028545941124	0.00446030330062444	0	0	0.00408163265306122	0.0017865184	0.0008854285	0.0017880936	0.0353239004	0.0222377923	1128	1121	1121	980	980	980	10	0.00267618198037467	0	0	0.00216690504285714	0.00268163243333333	0.0076394609325	0.0264132529375	0.01496552896875	0.0110248320815789	0.0008882555	0.0017774597	0.0017596066	0.019383234	0.0064199297	0.0042487147
ACTR2	0.0110655601726776	0.004020042	0.000405213623497268	0	0.0072463768115942	0.0020703933747412	0.0020703933747412	0.0020703933747412	0	0.0008502277	0.0008716656	2.4934e-06	0.0108895751	0.010065715	1182	966	966	966	966	966	2	0.005175983436853	0	0	0.00111202777142857	0.00133827375555556	0.00389650925	0.0270498650666667	0.0123011355705128	0.00737396643684211	0.0008463825	0.0008465252	0.0008522903	0.0185493866	0.0051627108	0.0026165959
ACTR3	0.00811169312513966	0.0030886392	0.000381543696089385	0	0.00863557858376511	0.00259067357512953	0	0.0017905102954342	0.00747863247863248	0.0008380951	0.0008404352	0.0008350661	0.0112395035	0.0119871006	1254	1158	1158	1117	1117	936	2	0.00604490500863558	0	0	0.00125634675714286	0.00138404625555556	0.0033755517975	0.0181788301636364	0.00856822451666667	0.00617534214	0.000798778	0.0007984042	0.0008349014	0.0119547732	0.0034843035	0.0027322022
ACTR5	0.0246734994450292	0.0113043265	0.0147662332584795	0.008341363	0.0311915159076731	0.00623830318153462	0.00311915159076731	0.0150170648464164	0.00186915887850467	0.0033509519	2.076e-06	0.0026188133	0.0520233348	0.0396767237	1806	1603	1603	1591	1465	1605	20	0.0149719276356831	0	0	0.00290825801428571	0.00275809378888889	0.00930299298684211	0.0335997287791667	0.0201788415346154	0.021595998133871	0.0016658767	0.001664946	0.002863606	0.0256188136	0.0080931173	0.0098610528
ACTR6	0.0108762650697297	0.0034201443	0.00151459877351351	2.2342e-06	0.0190909090909091	0.00545454545454545	0.00363636363636364	0.0113636363636364	0.00604229607250755	0.0025494992	0.0017016777	0.0016971875	0.0184184385	0.0197590985	1188	1100	1100	1006	1056	993	12	0.01	0	0	0.00156788974285714	0.00188027844444444	0.0041297358375	0.0261714276375	0.0125304146075	0.00857090401891892	0.0016872575	0.0016873132	0.0016883231	0.0238266677	0.0053379371	0.0024611405
ACTR8	0.0165323125994652	0.0050698438	0.00317201487112299	2.9004e-06	0.0194003527336861	0.00646678424456202	0.00587889476778366	0.00435323383084577	0.00576036866359447	0.002876609	2.6768e-06	0.0033965525	0.0320702625	0.0224719988	1872	1701	1701	1816	1608	1736	3	0.0111699000587889	0	0	0.00280159031428571	0.0028714817	0.00618488153	0.0316302720583333	0.01724331820875	0.00983950748108108	0.002842865	0.0028413729	0.0028925529	0.0219503483	0.0057758663	0.003884023
ACVR1	0.0146093991588235	0.0040226216	0.00373257211764706	2.4658e-06	0.0135520684736091	0.00927246790299572	0.0014265335235378	0.00641940085592011	0.00570613409415121	2.9035e-06	0.0032875209	0.0032985186	0.0227774912	0.0144944769	1527	1402	1402	1402	1402	1402	2	0.00784593437945792	0	0	0.00178495647142857	0.00212254393333333	0.0059089297275	0.0279878474875	0.0144712303025641	0.010528886525	0.001322647	0.0013226028	0.0019848477	0.0263856286	0.0044356835	0.0032761441
ACVR1B	0.0170075727631016	0.0059377788	0.00222189002780749	2.0786e-06	0.0167417900837089	0.00450740502253703	0.00128783000643915	0.0056657223796034	0.0014903129657228	0.0028943072	0.0007395387	0.0022016827	0.0395367779	0.0227654008	1359	1553	1553	1553	1412	1342	12	0.0109465550547328	0	0	0.00179488612857143	0.0020019764	0.006858429385	0.0253514595458333	0.0159958867625	0.0133569361039474	0.0022173747	0.0022186239	0.0022270435	0.0194903034	0.0063087171	0.0054535626
ACVR1C	0.0175539922807487	0.0064229332	0.0104115240775401	0.0028930551	0.0241621200311769	0.00779423226812159	0.00155884645362432	0.011094674556213	0.0133460438512869	2.7454e-06	2.668e-06	2.668e-06	0.0337752718	0.109726191	1329	1283	1283	1283	1352	1049	2	0.0116913484021824	0	0	0.00185530184285714	0.00216276603333333	0.0061346115775	0.0359288977625	0.017364950425	0.0141663016635135	2.6514e-06	2.6514e-06	0.0009485122	0.0250337774	0.0067471474	0.0042428179
ACVR2A	0.0101042906021164	0.002695649	0.00172211134497354	2.3523e-06	0.0108359133126935	0.00386996904024768	0	0.00144404332129964	0.00541795665634675	0.0006670302	2.5529e-06	0.0016628891	0.0124346054	0.0161769632	1539	1292	1292	1292	1385	1292	2	0.00696594427244582	0	0	0.000795782657142857	0.00105425736666667	0.003112019395	0.0173646263333333	0.00859662838125	0.00633038322631579	2.0997e-06	2.2677e-06	0.0013114719	0.0103457268	0.0026548462	0.002498231
ACVRL1	0.0218971468967213	0.0089918213	0.022491005173224	0.0082421915	0.0340086830680174	0.00506512301013025	0.0101302460202605	0.0085166784953868	0.00866425992779783	0.0029641489	0.0006530691	0.0044037366	0.0365962059	0.0310857776	1512	1382	1382	1382	1409	1385	12	0.0224312590448625	0	0	0.00402397984285714	0.00432543383333333	0.0097634207625	0.0406708742375	0.0223256040825	0.0195468279805556	0.0040141514	0.0037421197	0.0033846074	0.028121375	0.0095187732	0.00792648
