mean_branch_length_nuc	median_branch_length_nuc	mean_branch_length_pro	media_branch_length_pro	Human_snp_per_gene	Chimp_snp_per_gene	Gorilla_snp_per_gene	Mouse_snp_per_gene	Dog_snp_per_gene	Human_BL	Chimp_BL	Gorilla_BL	Mouse_BL	Dog_BL	Alignment_length	hg18Length	Hg19Length	hg38Length	mouseGRCm38Length	dogCF3_1Length	human_chrom	Human_singleton	Human_deNove	Human_de_nove_event
ACVR1	0.0146093991588235	0.0040226216	0.00373257211764706	2.4658e-06	0.0135520684736091	0.00927246790299572	0.0014265335235378	0.00641940085592011	0.00570613409415121	2.9035e-06	0.0032875209	0.0032985186	0.0227774912	0.0144944769	1527	1402	1402	1402	1402	1402	2	0.00784593437945792	0	0
ACVR1B	0.0170075727631016	0.0059377788	0.00222189002780749	2.0786e-06	0.0167417900837089	0.00450740502253703	0.00128783000643915	0.0056657223796034	0.0014903129657228	0.0028943072	0.0007395387	0.0022016827	0.0395367779	0.0227654008	1359	1553	1553	1553	1412	1342	12	0.0109465550547328	0	0
ACVR1C	0.0175539922807487	0.0064229332	0.0104115240775401	0.0028930551	0.0241621200311769	0.00779423226812159	0.00155884645362432	0.011094674556213	0.0133460438512869	2.7454e-06	2.668e-06	2.668e-06	0.0337752718	0.109726191	1329	1283	1283	1283	1352	1049	2	0.0116913484021824	0	0
ACVR2A	0.0101042906021164	0.002695649	0.00172211134497354	2.3523e-06	0.0108359133126935	0.00386996904024768	0	0.00144404332129964	0.00541795665634675	0.0006670302	2.5529e-06	0.0016628891	0.0124346054	0.0161769632	1539	1292	1292	1292	1385	1292	2	0.00696594427244582	0	0
ACVRL1	0.0218971468967213	0.0089918213	0.022491005173224	0.0082421915	0.0340086830680174	0.00506512301013025	0.0101302460202605	0.0085166784953868	0.00866425992779783	0.0029641489	0.0006530691	0.0044037366	0.0365962059	0.0310857776	1512	1382	1382	1382	1409	1385	12	0.0224312590448625	0	0
ADAD1	0.0168956839417112	0.0060319344	0.0154430167903743	0.0058315051	0.0283076923076923	0.00553846153846154	0.00123076923076923	0.00346020761245675	0.0064420218037661	0.0005992268	2.6185e-06	0.0038457411	0.023534343	0.0210673979	1731	1625	1625	1625	1734	2018	4	0.0178461538461538	0	0
ADAM10	0.0234784429595628	0.0039119263	0.0636384362797814	0.0040448221	0.0143061516452074	0.00286123032904149	0.00190748688602766	0.00411334552102377	0.00542593597395551	0.0009028806	2.3364e-06	0.0014820507	0.0157689885	0.0201059209	2223	2097	2097	2097	2188	1843	15	0.00810681926561755	0	0
ADAM17	0.022040057631016	0.008628368	0.0155006937877005	0.0064200654	0.0181728880157171	0.00638506876227898	0.00392927308447937	0.00936768149882904	0.00630761766132945	0.0024880003	0.0004114372	NA	0.0350916992	0.0392184792	2472	2036	2036	2061	2135	2061	2	0.0103143418467584	0	0
ADAM19	0.0267578315352941	0.0092391877	0.0302419637165775	0.0101454833	0.0278732340588011	0.0103092783505155	0.0087819778541428	0.00713213213213213	0.00843234955921809	0.0014971613	2.2397e-06	0.0036388232	0.0331219719	0.0458938577	2724	2619	2619	2619	2664	2609	5	0.0179457808323788	0	0
ADAM2	0.0494191908079755	0.0177452996	0.124588663473006	0.050923798	0.0316186880604059	0.00896649362907032	0.00519112789051439	0.00666349357448834	0.00804543303360152	0.0039512524	0.0016393351	NA	0.0682926684	0.0453396159	2175	2119	2119	2119	2101	2113	8	0.0174610665408211	0	0
ADAM22	0.0162524980977901	0.0059054395	0.0125794878895028	0.0051387763	0.0216700375613984	0.00606761051719156	0.00260040450736781	0.00755494505494505	0.00710984713828653	0.0019350388	0.000778952	0.0049612224	0.0344394996	0.0213615476	2634	3461	3461	3169	2912	2813	7	0.0106905518636232	0	0
ADAM23	0.01817764616	0.0068323061	0.0133994543717241	0.0060913808	0.0138835325877362	0.00539915156189742	0.00385653682992673	0.00600858369098712	0.00692182410423453	0.0004672915	0.0004665747	NA	0.0336186224	0.0212300747	2151	2593	2593	2327	2330	2456	2	0.00964134207481681	NA	NA
ADAM28	0.0318224899017143	0.0132655227	0.0478366048422857	0.0218760597	0.0346844964479733	0.0175511909736732	0.00668616798997075	0.0146341463414634	0.0123893805309735	0.0059974206	0.0036469744	NA	0.0376167296	0.0410655683	2214	2393	2393	2393	2255	2260	8	0.0192227329711659	0	0
ADAM7	0.0342039019397661	0.0149814024	0.049857536019883	0.0246850407	0.0377524143985953	0.0122914837576822	0.00746268656716418	0.0106883283454468	0.010815682739973	0.0040385051	0.0035284029	0.0066884368	0.0414807845	0.0382481799	2262	2278	2278	2264	2339	2219	8	0.0171202809482002	0.000438981562774363	1
ADAM9	0.0459695046279503	0.0184954338	0.0973946378298137	0.0406528761	0.0165433173704832	0.0065302568567697	0.00087070091423596	0.0116618075801749	0.00421585160202361	NA	0.0023511727	NA	0.0396658167	0.0465000499	1218	2297	2297	2269	2401	2372	8	0.0100130605137135	0	0
ADAMDEC1	0.0348338414519337	0.0137948154	0.0508955438187845	0.0210620852	0.0346981263011797	0.0152671755725191	0.00208188757807078	0.0140548137737175	0.0128983308042489	0.0043422698	0.0007410084	0.004008608	0.0504441444	0.0472142278	1362	1441	1441	1414	1423	1318	8	0.0159611380985427	0	0
ADAMTS1	0.025820862347541	0.0099502587	0.0247594389508197	0.0086761281	0.0325301204819277	0.00542168674698795	0.00662650602409639	0.0108548168249661	0.0128900949796472	0.0028512271	0.0007117724	0.0047691526	0.0461305116	0.0603021797	2820	1660	1660	1474	1474	1474	21	0.0198795180722892	0	0
ADAMTS12	0.0270638891864407	0.0103280889	0.0330839356118644	0.0133519513	0.032583065380493	0.0137191854233655	0.0045016077170418	0.00911718923726929	0.0129395218002813	0.0029069532	0.0042544608	0.0067965185	0.0356700042	0.0445263679	4014	4665	4665	4783	4497	3555	5	0.0201500535905681	0	0
ADAMTS13	0.0381430183135135	0.0162958494	0.0478292179048649	0.0223565404	0.0364779874213836	0.0108176100628931	0.00452830188679245	0.0129811996418979	0.0202819688350235	0.0043156188	0.0040869761	0.0046185445	0.0388484087	0.0684164026	3609	3975	3975	3972	4468	4043	9	0.0158490566037736	0.000251572327044025	1
ADAMTS15	0.0219448501160221	0.0102784003	0.0166713935226519	0.0073875769	0.0336862367661213	0.00336862367661213	0.00288739172281039	0.0056694286960314	0.00542610916054899	0.0062695934	0.0007256302	0.0048491492	0.0222453736	0.122321953	2850	2078	2078	2176	2293	3133	11	0.0182868142444658	0	0
ADAMTS17	0.024319169717341	0.0096699579	0.0195025469225434	0.0085040442	0.0458914728682171	0.0151937984496124	0.00775193798449612	0.00927703134996801	0.00862068965517241	0.0045142131	0.0010348222	0.0070858218	0.0405257431	0.0376143591	2886	3225	3225	3198	3126	3132	15	0.0263565891472868	0	0
ADAMTS3	0.0215492728	0.0067868994	0.0205752743937853	0.0066012451	0.0237467018469657	0.0079155672823219	0.00428759894459103	0.00881201044386423	0.00836400133824021	0.0020992279	2.6705e-06	0.0013354797	0.042016989	0.0374162923	3603	3032	3032	2980	3064	2989	4	0.0148416886543536	0	0
ADAMTS9	0.0225827257944751	0.0088530042	0.0225747497801105	0.0084396897	0.0282003076397197	0.0109383011451034	0.00393095197402153	0.00756243404854027	0.0090877914951989	0.0024466202	0.0010274009	0.0031342473	0.0318105701	0.0310766499	5805	5851	5851	5845	5686	5832	3	0.0169201845838318	0.000170910955392241	1
ADAMTSL1	0.0201407635031847	0.0077480898	0.0163523717191083	0.0068970189	0.041981845688351	0.00907715582450832	0.00359304084720121	0.00612358508071999	0.00877527661198016	0.0023121126	0.0005749648	0.0026939438	0.0285224573	0.0360392189	5226	5288	5288	5358	5389	5242	9	0.0226928895612708	0.00018910741301059	1
ADAR	0.0282528292914439	0.010348058	0.0295094955283422	0.012229884	0.0224543080939948	0.00652741514360313	0.00182767624020888	0.00379008746355685	0.00849323686693929	0.0019841522	0.0005565189	0.0033384159	0.0333616918	0.0694601428	3495	3830	3830	3590	3430	3179	1	0.0138381201044386	0	0
ADAT1	0.027499934984127	0.0096015487	0.035586132384127	0.0135958121	0.0436649964209019	0.0107372942018611	0.00715819613457409	0.00714285714285714	0.0190073917634636	0.0071216562	0.0013552698	0.0043641096	0.0437910834	0.0516201539	1491	1397	1397	1397	1400	1894	16	0.0243378668575519	0	0
ADAT2	0.0260405730697297	0.0095732522	0.0203698676475676	0.008536966	0.020109689213894	0.00914076782449726	0.00914076782449726	0.00229357798165138	0.00688073394495413	0.0017946715	2.2942e-06	2.4149e-06	0.0474505691	0.0400707798	573	547	547	654	436	436	6	0.0109689213893967	0	0
ADCY1	0.0242740268721893	0.0128409006	0.0164282593307692	0.0064773201	0.0188372848327379	0.00714517700552127	0.00357258850276064	0.00758293838862559	0.0418695228821811	0.0019111806	2.1848e-06	NA	0.0180229422	0.0650015411	2682	3079	3079	3168	3165	3081	7	0.0126664501461513	0	0
ADCY10	0.0368993705178344	0.0135948179	0.0526990587789809	0.0203035729	0.0316468453940738	0.00705502922797823	0.00362830074581738	0.00771730300568643	0.00734244340199878	0.0031795138	0.0008166437	0.0044677658	0.0426835161	0.0455601198	4821	4961	4961	4766	4924	4903	1	0.018947792783713	0	0
ADCY2	0.0240328227299435	0.0087386405	0.0138222751531073	0.0047690164	0.0233499377334994	0.00965130759651308	0.00529265255292653	0.00480604188122211	0.00481099656357388	0.0013198298	0.0007170584	0.0017446987	0.0273015236	0.0358134973	2916	3212	3212	3190	2913	2910	5	0.014321295143213	0	0
ADCY3	0.0208021345430939	0.008499426	0.0148015194320442	0.006209733	0.0303283249860879	0.00834724540901502	0.00361713967723984	0.0064065230052417	0.00952380952380952	0.0026319364	0.0014067491	0.0040252157	0.0188908722	0.0423362165	3435	3594	3594	3643	3434	3255	2	0.0169727323316639	0	0
ADCY4	0.0179860349178378	0.0077273347	0.0127436746345946	0.0065585451	0.0288347205707491	0.00624256837098692	0.00208085612366231	0.00776815058261129	0.00760992108229989	0.0015058433	0.0003081656	0.0019179215	0.0283794304	0.0344335864	3231	3364	3364	3111	3347	3548	14	0.0172413793103448	0	0
ADCY8	0.0168994709635838	0.0080823374	0.00754919853468208	0.0027234523	0.0265279583875163	0.00832249674902471	0.00390117035110533	0.00806069227121859	0.00916963830871116	0.0026894147	NA	0.0021574889	0.0295715652	0.0363668553	3732	3845	3845	4225	4218	3926	8	0.0148244473342003	0	0
ADCY9	0.022396112147541	0.0091534656	0.0170708558459016	0.006813768	0.0336700336700337	0.00774410774410774	0.00336700336700337	0.00538720538720539	0.00583590799862684	0.0021816331	0.0007220719	0.0034243118	0.0301229748	0.0357033259	4059	2970	2970	2970	2970	2913	16	0.0198653198653199	0	0
ADD1	0.0235992805957672	0.0104509849	0.0162455594470899	0.0071301345	0.0293556995806329	0.00533739992375143	0.00228745711017918	0.00438020148926851	0.00847835787594824	0.0022980961	0.0009140928	0.0020903596	0.0248201665	0.0363445958	2196	2623	2623	2102	2283	2241	4	0.0163934426229508	0.000381242851696531	1
ADD2	0.0172723847005405	0.0075921198	0.0112403621994595	0.0052002159	0.03045013239188	0.00838481906443071	0.00485436893203883	0.00786575773466177	0.0184696569920844	0.0011364984	0.0004600098	0.0009185398	0.0274073087	0.1246766251	2172	2266	2266	1990	1907	1895	2	0.0185348631950574	0	0
ADD3	0.0140551763365079	0.004403879	0.0107458770915344	0.0044383732	0.0276595744680851	0.00319148936170213	0.00372340425531915	0	0.00538793103448276	0.0004850688	0.0004827325	0.0024462419	0.0579044437	0.0227886296	2118	1880	1880	1857	1848	1856	10	0.0170212765957447	0	0
ADHFE1	0.0190225045340541	0.0079019064	0.0140258342767568	0.0063296958	0.0286792452830189	0.0128301886792453	0.00452830188679245	0.00876494023904383	0.00860215053763441	0.0066133114	2.2578e-06	0.0036552863	0.0198077292	0.0265841754	1386	1325	1325	1261	1255	1395	8	0.020377358490566	0	0
ADIPOQ	0.0258116486095238	0.0104377815	0.0324243387322751	0.0147576184	0.0524193548387097	0.0201612903225806	0	0.00865800865800866	0.0198265179677819	0.0020160219	2.5206e-06	0.0063236854	0.0288846334	0.0289287343	732	248	248	222	231	807	3	0.032258064516129	0	0
ADIPOR1	0.0136211200783069	0.0064056366	0.0118038723671958	0.0062408838	0.0151515151515152	0.0034965034965035	0.00116550116550117	0.00233100233100233	0.0034965034965035	0.0008754209	0.0008749266	0.0017567317	0.0267300158	0.0123924824	1125	858	858	884	858	858	1	0.0116550116550117	0.00116550116550117	1
ADK	0.0166012964362573	0.0075116683	0.0135268302678363	0.0074175442	0.0160984848484848	0.00757575757575758	0.00189393939393939	0.00778642936596218	0.00510204081632653	0.0020256654	0.001011	0.0040796653	0.0363966311	0.0188758077	1086	1056	1056	899	899	980	10	0.0123106060606061	0	0
ADNP	0.0165123648562842	0.0051117052	0.00867600831202186	0.0025409359	0.0217391304347826	0.00498188405797101	0.00158514492753623	0	0.00485436893203883	0.0021440445	0.0003045792	0.002755791	0.0203000964	0.0117180579	3309	4416	4416	206	4414	206	20	0.0126811594202899	0	0
ADPGK	0.0234555942821622	0.0087701791	0.0200039972118919	0.0088140586	0.0263761467889908	0.0051605504587156	0.00172018348623853	0.00389105058365759	0.0110887096774194	0.0013538729	0.0095833672	0.0069983282	0.030931075	0.0348075076	1485	1744	1744	1101	1028	992	15	0.0137614678899083	0	0
ADPRH	0.0237498403983784	0.0088971685	0.0289240589783784	0.0141958471	0.0298165137614679	0.0198776758409786	0.00305810397553517	0.00558659217877095	0.0116448326055313	0.0009429299	0.0009528632	0.0047622165	0.0562047274	0.0245032962	1086	1308	1308	695	716	687	3	0.0168195718654434	0	0
ADPRM	0.021467698184492	0.0081840464	0.0290958820187166	0.012402195	0.0202757502027575	0.0024330900243309	0.0032441200324412	0.00788091068301226	0.0137174211248285	0.0040075259	3.0213e-06	0.0030163166	0.0238199349	0.0422330249	1011	1233	1233	1215	1142	729	17	0.0105433901054339	0	0
ADRA1A	0.0172514086825397	0.0070240544	0.0135477475195767	0.0057721987	0.0341409691629956	0.00770925110132159	0.00495594713656388	0.00704225352112676	0.00391900718484651	0.0037670875	0.0015690143	0.0025103874	0.0256196787	0.0168360387	1398	1816	1816	386	1562	1531	8	0.0143171806167401	0	0
ADSL	0.0201577722322751	0.0069631802	0.0162008466470899	0.0063236012	0.0215198386012105	0.0047074646940148	0.00268997982515131	0.00841514726507714	0.0069204152249135	0.0021810782	2.5029e-06	0.0040217053	0.0271401701	0.0424537213	1428	1487	1487	1575	1426	1445	22	0.0147948890383322	0	0
ADSS	0.0131094123469613	0.0046501018	0.0052754735718232	0.0026129031	0.0149779735682819	0.00352422907488987	0	0.00440528634361234	0.00456273764258555	2.6193e-06	0.0007720091	0.001829055	0.0105358579	0.025197715	1368	1135	1135	1135	1135	1315	1	0.0105726872246696	0	0
ADTRP	0.0388669804675676	0.0125677449	0.0786199403124324	0.0278524682	0.0252583237657865	0.0114810562571757	0.0068886337543054	0.00935828877005348	0.00394736842105263	0.0040311634	0.0028844786	0.0062455203	0.0532270437	0.0469539964	690	871	871	670	748	760	6	0.0114810562571757	0	0
AEBP2	0.00748897426885246	0.0022317986	0.00108707582021858	0	0.0130039011703511	0.000650195058517555	0.00130039011703511	0.00407213496218732	0.000657894736842105	0	0	0.0013486963	0.0287930623	0.0070351886	927	1538	1538	1716	1719	1520	12	0.00910273081924577	0	0
AFAP1L1	0.0229566269464481	0.0081419855	0.0221787778743169	0.0080882445	0.0374944861049846	0.0101455668284076	0.00838112042346714	0.00617556241729157	0.010462074978204	0.0012126201	0.0004474142	0.0047000773	0.024184987	0.0347372655	2286	2267	2267	2267	2267	2294	5	0.0229378032642258	0	0
AFAP1L2	0.0286891266919786	0.0124871698	0.0279822713807487	0.0132623484	0.0361629234868672	0.00837457175485344	0.00609059763989341	0	0.015343306482547	0.0040446051	0.0007769943	0.0015071077	0.0400890239	0.0456300991	2424	2627	2627	2736	2573	2607	10	0.0163684811572136	0	0
AFF1	0.031014134727933	0.0093559686	0.0322872492877095	0.0110293779	0.0335357039606823	0.00896212778259613	0.00289100896212778	0.0140804597701149	0.0126545872878919	0.003692987	0.0009247787	0.0037196195	0.0561964879	0.0505771863	3627	3459	3459	3459	3480	3477	4	0.0179242555651923	0	0
AFF4	0.0120032499032787	0.0041701917	0.00818667496284153	0.0031989192	0.0198931116389549	0.00445368171021378	0.00267220902612827	0.00387019946412623	0.00267220902612827	0.000289466	2.8031e-06	0.0011471434	0.0353958859	0.0178688665	3489	3368	3368	3368	3359	3368	5	0.0139548693586698	0	0
AFP	0.0341975498180328	0.0139552665	0.0460964078448087	0.0232508423	0.0274636510500808	0.00915455035002692	0.00430802369413032	0.0057372346528973	0.00814774579033134	0.0025751061	0.0015577821	0.0046642245	0.1203148743	0.0398956712	1446	1857	1857	1755	1743	1841	4	0.0140010770059235	0	0
AFTPH	0.0179475297162162	0.006695312	0.0240782130189189	0.0091807982	0.0235666549419627	0.0073865634892719	0.00316567006683081	0.0036101083032491	0.00565570873100035	0.0018406494	0.0003676828	0.0014748191	0.0336030297	0.0248431817	2802	2843	2843	2695	2770	2829	2	0.0137179036229335	0	0
AGA	0.0292225331455026	0.0114899115	0.0392156888306878	0.0153360717	0.029520295202952	0.00984009840098401	0.003690036900369	0.00984009840098401	0.0164609053497942	0.0029766713	0.001974059	0.0039973	0.0584627193	0.1100253764	1035	813	813	813	813	972	4	0.014760147601476	0	0
AGBL5	0.019207857068984	0.0067395052	0.0203263492470588	0.0080022228	0.0199041651308515	0.00552893475856985	0.00368595650571323	0.00299737729486699	0.0073700543056633	0.0015330163	NA	0.0007464834	0.0364449754	0.0238277728	2658	2713	2713	2885	2669	2578	2	0.0110578695171397	0	0
AGER	0.026882911486631	0.0092230877	0.0312610857614973	0.0134305081	0.026241134751773	0.00425531914893617	0.00212765957446809	0.00943396226415094	0.0132827324478178	0.0017313542	2.3531e-06	0.0042773233	0.0458277272	0.0615237096	1209	1410	1410	1225	1060	1054	6	0.0156028368794326	0	0
AGFG1	0.0120029291370166	0.0038784898	0.00643878910718232	0.002131426	0.0227524972253052	0.00443951165371809	0.00277469478357381	0.0079628400796284	0.00498442367601246	0.0029611709	2.4717e-06	0.0023018432	0.020371258	0.0197365286	1479	1802	1802	1582	1507	1605	2	0.0149833518312986	0	0
AGGF1	0.0210688642513514	0.0071858224	0.0220165858940541	0.0074097006	0.0149942329873126	0.0144175317185698	0.00403690888119954	0.0168408826945412	0.00695732838589981	0.0023020306	3.2792e-06	0.0024174652	0.0738629387	0.0284994801	2124	1734	1734	1734	1722	2156	5	0.00807381776239908	0	0
AGK	0.0233408264021858	0.0090256711	0.0216851665448087	0.0095035661	0.0356832027850305	0.00609225413402959	0.000870322019147084	0.00591715976331361	0.000873362445414847	0.0007917733	0.0007935891	0.0007914734	0.0278304392	0.0268714772	1263	1149	1149	1145	1183	1145	7	0.02088772845953	0	0
AGL	0.0187000349877095	0.0067599709	0.0161023334977654	0.0069491695	0.0258677868671236	0.00663276586336502	0.00375856732257351	0.00795635371675381	0.00408905043162199	0.0016883568	0.0009905821	0.0023665211	0.0436670095	0.0228304557	4596	4523	4523	4489	4399	4402	1	0.0143709927039576	0	0
AGMAT	0.0406666966670659	0.0160535534	0.0249241442083832	0.0147770992	0.0448807854137447	0.0280504908835905	0.00841514726507714	0.0130208333333333	0.0154277699859748	0.0066088777	0.0009719018	0.0041197237	0.0506066818	0.0859608449	1047	713	713	713	1152	713	1	0.0252454417952314	0	0
AGPAT4	0.0261837686558011	0.011001085	0.0223396264723757	0.0070684053	0.026266416510319	0.00844277673545966	0.00281425891181989	0.00462962962962963	0.00462962962962963	0.0025303906	0.0009762905	0.0054187326	0.0182637578	0.0218262501	1134	1066	1066	864	864	864	6	0.0131332082551595	0	0
AGPAT5	0.022848507280663	0.0088700801	0.0243743660690608	0.0094627391	0.0378440366972477	0.0137614678899083	0.00344036697247706	0.00612557427258806	0.0136986301369863	0.0018673023	0.0037596858	0.0065756536	0.0246608135	0.0351780619	1092	872	872	951	653	584	8	0.0194954128440367	0	0
AGPS	0.0117254802005848	0.004273423	0.0112533046684211	0.0042998995	0.0165157165689931	0.00426212040490144	0.00106553010122536	0.00518134715025907	0.00371747211895911	0.0017443599	2.036e-06	0.0018841642	0.022752447	0.0261472956	1887	1877	1877	1902	1930	1883	2	0.0101225359616409	0	0
